alti,CODGEO
122.01000213623,76069
112.160003662109,76069
104.120002746582,76069
98.9800033569336,76069
67.3099975585938,76069
35.6500015258789,76069
29.0599994659424,76069
51.560001373291,76069
-0.0199999995529652,76069
-0.0199999995529652,76069
-0.0199999995529652,76069
0.930000007152557,76069
-0.0199999995529652,76069
4.8600001335144,76069
26.8700008392334,76069
59.4700012207031,76069
85.2900009155274,76069
110.470001220703,76069
123.660003662109,76069
124.150001525879,76069
122.589996337891,76069
119.620002746582,76069
104.5,76069
77.4300003051758,76069
79.5800018310547,76069
51.7900009155274,76069
25.2700004577637,76069
45.75,76069
77.129997253418,76069
71.1900024414063,76069
63,76069
-0.0199999995529652,76069
-0.0199999995529652,76069
0.100000001490116,76069
-0.00999999977648258,76069
-0.00999999977648258,76069
4.6100001335144,76069
43.9300003051758,76069
67.8600006103516,76069
89.9100036621094,76069
118.629997253418,76069
124.900001525879,76069
123.580001831055,76069
119.930000305176,76069
115.330001831055,76069
104.410003662109,76069
70.8600006103516,76069
46.7400016784668,76069
35.1300010681152,76069
28.4300003051758,76069
65.8000030517578,76069
93.5500030517578,76069
99.2600021362305,76069
83.870002746582,76069
-0.00999999977648258,76069
3.89000010490418,76069
-0.00999999977648258,76069
-0.00999999977648258,76069
4.30000019073486,76069
37.6599998474121,76069
74.7200012207031,76069
98.2300033569336,76069
122.580001831055,76069
118.790000915527,76069
114.550003051758,76069
106.230003356934,76069
92.3000030517578,76069
77.0500030517578,76069
52.4700012207031,76069
25.3600006103516,76069
23.9500007629395,76069
44.8600006103516,76069
78.0899963378906,76069
110.230003356934,76069
114.379997253418,76069
0,76069
4.51000022888184,76069
0,76069
0,76069
4.28000020980835,76069
30.7900009155273,76069
73.9100036621094,76069
98.8000030517578,76069
110.180000305176,76069
95.8000030517578,76069
86.9400024414063,76069
78.0500030517578,76069
64.7600021362305,76069
43.060001373291,76069
21.8700008392334,76069
22.0400009155273,76069
39.5400009155273,76069
64.5500030517578,76069
86.2699966430664,76069
109.930000305176,76069
121.839996337891,76069
119.120002746582,76069
0,76069
0.280000001192093,76069
0,76069
0,76069
1.3400000333786,76069
58.6599998474121,76069
76.5400009155274,76069
94.370002746582,76069
93.1100006103516,76069
76.2300033569336,76069
62.0900001525879,76069
50.7000007629395,76069
32.7200012207031,76069
17.1800003051758,76069
20.2299995422363,76069
37.3300018310547,76069
44.9900016784668,76069
60.5,76069
80.6900024414063,76069
108.580001831055,76069
125.410003662109,76069
124.319999694824,76069
0,76069
0,76069
0,76069
0,76069
15.8900003433228,76069
81.5599975585938,76069
98.4800033569336,76069
76.3600006103516,76069
49,76069
29.4599990844727,76069
17.4200000762939,76069
17.2600002288818,76069
23.0200004577637,76069
37.2700004577637,76069
41.5400009155273,76069
59.6300010681152,76069
71.5599975585938,76069
85.0800018310547,76069
114.220001220703,76069
126.830001831055,76069
126.800003051758,76069
0,76069
0.970000028610229,76069
1.48000001907349,76069
0,76069
9.3100004196167,76069
80.0800018310547,76069
87.0599975585938,76069
55.2400016784668,76069
18.6200008392334,76069
12.8100004196167,76069
22.5900001525879,76069
34.1500015258789,76069
44.4500007629395,76069
54.9500007629395,76069
61.75,76069
63.2700004577637,76069
81.0199966430664,76069
103.75,76069
122.01000213623,76069
125.800003051758,76069
126.199996948242,76069
9.14999961853027,76069
60.4300003051758,76069
70.25,76069
37.7000007629395,76069
9.42000007629395,76069
28.8700008392334,76069
49.7000007629395,76069
62.0900001525879,76069
69.1900024414063,76069
74.9800033569336,76069
78.5,76069
86.120002746582,76069
95.370002746582,76069
112.330001831055,76069
123.040000915527,76069
0,76069
12.9700002670288,76069
52.1500015258789,76069
15.1099996566772,76069
9.35000038146973,76069
33.0900001525879,76069
55.9300003051758,76069
73.9100036621094,76069
91.6500015258789,76069
101.76000213623,76069
107.470001220703,76069
112.949996948242,76069
117.190002441406,76069
120.980003356934,76069
0,76069
6.82000017166138,76069
9.10999965667725,76069
6.67000007629395,76069
22.5499992370606,76069
42.25,76069
65.1999969482422,76069
87.1500015258789,76069
106.980003356934,76069
115.480003356934,76069
116.830001831055,76069
118.129997253418,76069
4.21000003814697,76069
7.07000017166138,76069
18.5200004577637,76069
39.310001373291,76069
60.9700012207031,76069
78.7300033569336,76069
95.6900024414062,76069
107.610000610352,76069
112.559997558594,76069
113.980003356934,76069
0.140000000596046,76069
7.15000009536743,76069
37.0200004577637,76069
57.9099998474121,76069
74.1500015258789,76069
85.0800018310547,76069
91.3000030517578,76069
93.9400024414063,76069
5.25,76069
20.7199993133545,76069
50.2200012207031,76069
65.370002746582,76069
70.3399963378906,76069
4.42000007629395,76069
2.16000008583069,76069
0.310000002384186,76069
0,76069
0,76069
0,76069
0,76069
0,76069
0,76069
100.730003356934,45123
100.940002441406,45123
100.699996948242,45123
101.120002746582,45123
101.199996948242,45123
100.480003356934,45123
100.410003662109,45123
100.809997558594,45123
100.51000213623,45123
100.559997558594,45123
101.230003356934,45123
101.050003051758,45123
101.059997558594,45123
101.050003051758,45123
101.550003051758,45123
101.379997253418,45123
101.089996337891,45123
101.370002746582,45123
101.339996337891,45123
101.430000305176,45123
101.51000213623,45123
101.449996948242,45123
101.769996643066,45123
101.690002441406,45123
101.550003051758,45123
101.5,45123
101.660003662109,45123
101.470001220703,45123
101.910003662109,45123
101.620002746582,45123
101.629997253418,45123
101.650001525879,45123
101.650001525879,45123
101.430000305176,45123
101.220001220703,45123
102.01000213623,45123
100.480003356934,45123
100.580001831055,45123
100.720001220703,45123
101.040000915527,45123
100.949996948242,45123
100.589996337891,45123
100.25,45123
100.51000213623,45123
100.879997253418,45123
100.870002746582,45123
101.559997558594,45123
102.120002746582,45123
101.290000915527,45123
101.480003356934,45123
101.839996337891,45123
101.370002746582,45123
102.120002746582,45123
102.160003662109,45123
102.059997558594,45123
101.970001220703,45123
101.800003051758,45123
102.290000915527,45123
102.120002746582,45123
101.76000213623,45123
101.690002441406,45123
101.730003356934,45123
101.440002441406,45123
101.76000213623,45123
101.940002441406,45123
101.650001525879,45123
101.449996948242,45123
101.930000305176,45123
101.940002441406,45123
101.540000915527,45123
101.839996337891,45123
100.26000213623,45123
100.629997253418,45123
100.650001525879,45123
101.120002746582,45123
101.120002746582,45123
100.910003662109,45123
100.680000305176,45123
100.5,45123
100.410003662109,45123
100.76000213623,45123
100.690002441406,45123
101.610000610352,45123
101.650001525879,45123
101.160003662109,45123
101.550003051758,45123
102.180000305176,45123
101.309997558594,45123
101.830001831055,45123
101.910003662109,45123
101.51000213623,45123
102.470001220703,45123
102.059997558594,45123
102.809997558594,45123
101.879997253418,45123
101.309997558594,45123
101.629997253418,45123
101.480003356934,45123
101.370002746582,45123
101.269996643066,45123
101.160003662109,45123
101.449996948242,45123
101.839996337891,45123
101.970001220703,45123
102,45123
101.879997253418,45123
100.110000610352,45123
100.690002441406,45123
100.940002441406,45123
100.870002746582,45123
101.160003662109,45123
101.610000610352,45123
101.559997558594,45123
101.430000305176,45123
100.300003051758,45123
101.01000213623,45123
100.800003051758,45123
100.970001220703,45123
100.900001525879,45123
101.050003051758,45123
101.089996337891,45123
101.26000213623,45123
101.01000213623,45123
101.160003662109,45123
101.089996337891,45123
101.440002441406,45123
101.580001831055,45123
101.480003356934,45123
101.440002441406,45123
101.370002746582,45123
101.330001831055,45123
101.449996948242,45123
101.160003662109,45123
101.300003051758,45123
101.309997558594,45123
101.370002746582,45123
101.690002441406,45123
101.769996643066,45123
101.629997253418,45123
101.730003356934,45123
100.190002441406,45123
100.230003356934,45123
100.300003051758,45123
100.519996643066,45123
100.300003051758,45123
100.339996337891,45123
100.410003662109,45123
100.26000213623,45123
100.300003051758,45123
100.410003662109,45123
100.51000213623,45123
100.559997558594,45123
100.540000915527,45123
100.51000213623,45123
100.680000305176,45123
100.519996643066,45123
101.220001220703,45123
101.180000305176,45123
101.410003662109,45123
101.080001831055,45123
100.839996337891,45123
101.120002746582,45123
101.059997558594,45123
101.190002441406,45123
101.26000213623,45123
100.940002441406,45123
101.080001831055,45123
101.26000213623,45123
101.430000305176,45123
101.410003662109,45123
101.199996948242,45123
101.480003356934,45123
100.01000213623,45123
100.190002441406,45123
100.339996337891,45123
100.26000213623,45123
100.540000915527,45123
100.690002441406,45123
100.650001525879,45123
101.01000213623,45123
101.190002441406,45123
100.300003051758,45123
100.330001831055,45123
100.51000213623,45123
100.449996948242,45123
100.370002746582,45123
100.76000213623,45123
100.660003662109,45123
100.660003662109,45123
100.76000213623,45123
100.75,45123
100.51000213623,45123
100.769996643066,45123
100.879997253418,45123
100.940002441406,45123
100.980003356934,45123
101.050003051758,45123
101.01000213623,45123
100.910003662109,45123
101.129997253418,45123
101.26000213623,45123
101.309997558594,45123
101.480003356934,45123
100.089996337891,45123
100.410003662109,45123
100.330001831055,45123
100.559997558594,45123
100.620002746582,45123
100.76000213623,45123
101.110000610352,45123
101.050003051758,45123
101,45123
100.870002746582,45123
100.26000213623,45123
100.629997253418,45123
100.790000915527,45123
100.830001831055,45123
100.480003356934,45123
100.190002441406,45123
100.650001525879,45123
100.699996948242,45123
100.900001525879,45123
100.860000610352,45123
101.430000305176,45123
101.309997558594,45123
101.230003356934,45123
101.059997558594,45123
101.180000305176,45123
101.050003051758,45123
100.930000305176,45123
101.050003051758,45123
101.199996948242,45123
101.150001525879,45123
101.129997253418,45123
100.290000915527,45123
100.690002441406,45123
100.180000305176,45123
100.440002441406,45123
100.430000305176,45123
99.879997253418,45123
99.9400024414063,45123
99.6600036621094,45123
99.6999969482422,45123
100,45123
100.370002746582,45123
100.550003051758,45123
100.470001220703,45123
100.440002441406,45123
100.440002441406,45123
100.110000610352,45123
100.300003051758,45123
100.809997558594,45123
100.650001525879,45123
100.809997558594,45123
100.690002441406,45123
100.830001831055,45123
